ptt,Date,species,kode,bathy,latitude,longitude,distance,cluster
141256,2016/01/11 00:00:00,P.glauca,2016/01/11 00:00:00,-5376.35498046875,29.0049111446286,-69.7327157116016,698653.050234127,1
141256,2016/01/12 00:00:00,P.glauca,2016/01/12 00:00:00,-5440.330078125,29.0896984731246,-69.9345931842275,677722.66867867,1
141256,2016/01/14 00:00:00,P.glauca,2016/01/14 00:00:00,-5434.37512207031,29.1627814490939,-70.2299861260758,648070.85266139,5
141256,2016/01/16 00:00:00,P.glauca,2016/01/16 00:00:00,-5427.8798828125,29.368502510082,-70.8330271391208,586905.498512311,1
141256,2016/01/17 00:00:00,P.glauca,2016/01/17 00:00:00,-5420.47497558594,29.321092987043,-71.0316508422624,568440.861721409,5
141256,2016/01/20 00:00:00,P.glauca,2016/01/20 00:00:00,-5005.23486328125,28.3983667240455,-71.8625656959666,509734.081558664,1
141256,2016/01/22 00:00:00,P.glauca,2016/01/22 00:00:00,-4927.01882595486,27.9599033478287,-72.2613065974673,460411.47948381,4
141256,2016/01/24 00:00:00,P.glauca,2016/01/24 00:00:00,-4758.2099609375,28.5024675634833,-72.7548162839108,421689.241079258,1
141256,2016/01/25 00:00:00,P.glauca,2016/01/25 00:00:00,-4710.43994140625,28.4064968744076,-73.1438713833342,386499.975013927,1
141256,2016/01/26 00:00:00,P.glauca,2016/01/26 00:00:00,-4646.64990234375,28.4438514583972,-73.5124174763544,350389.539184875,1
141256,2016/01/27 00:00:00,P.glauca,2016/01/27 00:00:00,-4625.97485351562,28.3477468664418,-73.6176707346847,343028.114211411,1
141256,2016/01/29 00:00:00,P.glauca,2016/01/29 00:00:00,-4721.990234375,28.3534842771943,-73.2617636808271,376623.101544291,1
141257,2016/01/02 00:00:00,I.oxyrinchus,2016/01/02 00:00:00,-1471.23708027204,40.4060005048831,-67.1077427599322,5429.47667638839,2
141257,2016/01/17 00:00:00,I.oxyrinchus,2016/01/17 00:00:00,-1454.58996582031,36.6580448520048,-74.5536241712238,4637.87359260047,2
141257,2016/01/19 00:00:00,I.oxyrinchus,2016/01/19 00:00:00,-2067.3701171875,35.9259140872519,-74.3706640504626,32401.2313531599,2
141257,2016/01/20 00:00:00,I.oxyrinchus,2016/01/20 00:00:00,-1966.13247680664,36.1616320992928,-74.3986920436187,27095.8783325737,2
141257,2016/01/22 00:00:00,I.oxyrinchus,2016/01/22 00:00:00,-1051.48248291016,37.2157723012928,-74.4053167023899,3367.73485413864,1
141259,2016/01/09 00:00:00,P.glauca,2016/01/09 00:00:00,-4021.71990966797,26.1667702874353,-47.6479000253443,1714427.98574614,5
141259,2016/01/10 00:00:00,P.glauca,2016/01/10 00:00:00,-4401.740234375,26.629954779361,-48.0382290200359,1707956.33872908,5
141259,2016/01/13 00:00:00,P.glauca,2016/01/13 00:00:00,-4639.26489257812,27.6837423361164,-48.8148013729624,1673609.60637985,5
141259,2016/01/14 00:00:00,P.glauca,2016/01/14 00:00:00,-4815.89127604167,28.1659641926003,-49.2354669413389,1617963.59635518,5
141259,2016/01/15 00:00:00,P.glauca,2016/01/15 00:00:00,-4903.75348455256,28.5549198775986,-49.6251677663013,1573511.09952761,4
141259,2016/01/19 00:00:00,P.glauca,2016/01/19 00:00:00,-4662.98510742188,30.3453402933176,-50.1593310151092,1374415.60987612,5
141259,2016/01/21 00:00:00,P.glauca,2016/01/21 00:00:00,-4878.8798828125,31.5062657956339,-50.2536015166555,1245754.4502249,5
141259,2016/01/23 00:00:00,P.glauca,2016/01/23 00:00:00,-5591.05981445312,32.2419676033956,-49.974820713273,1164199.64703061,5
141254,2016/02/02 00:00:00,P.glauca,2016/02/02 00:00:00,-5231.93393787202,39.75,-54.35,434429.325369126,3
141254,2016/02/03 00:00:00,P.glauca,2016/02/03 00:00:00,-5264.70969742064,39.375,-54.875,494085.087256463,3
141254,2016/02/04 00:00:00,P.glauca,2016/02/04 00:00:00,-5288.43570115831,39.1,-54.85,518422.049669057,3
141256,2016/02/01 00:00:00,P.glauca,2016/02/01 00:00:00,-4917.85986328125,28.4104451339689,-72.424504566857,455378.113393274,3
141256,2016/02/02 00:00:00,P.glauca,2016/02/02 00:00:00,-4800.22998046875,28.6536076815917,-72.2179167927645,470354.16700082,1
141256,2016/02/04 00:00:00,P.glauca,2016/02/04 00:00:00,-4802.49837239583,28.5875732284151,-72.296942650421,464342.266498288,5
141256,2016/02/06 00:00:00,P.glauca,2016/02/06 00:00:00,-4992.86336263021,28.9457966502738,-72.0081109902536,482013.33630469,1
