DateTime,latitude,latitudeError,longitude,longitudeError,tz,localHour,ptt,Date,Time,kode,species
2009-01-10T12:00:00Z,36.625,1.201830415,-52.325,1.055997665,Etc/GMT+3,9,78683,2009-01-10,12:00:00,2009-01-10_78683,I.oxyrinchus
2009-01-11T00:00:00Z,36.625,1.165081775,-52.4,1.000020895,Etc/GMT+3,21,78683,2009-01-11,00:00:00,2009-01-11_78683,I.oxyrinchus
2009-01-11T12:00:00Z,36.625,1.124980985,-52.475,0.920635595,Etc/GMT+3,9,78683,2009-01-11,12:00:00,2009-01-11_78683,I.oxyrinchus
2009-01-12T00:00:00Z,36.6,1.1173293,-52.5,0.875091065,Etc/GMT+3,21,78683,2009-01-12,00:00:00,2009-01-12_78683,I.oxyrinchus
2009-01-12T12:00:00Z,36.525,1.126285405,-52.675,0.897587229999999,Etc/GMT+4,8,78683,2009-01-12,12:00:00,2009-01-12_78683,I.oxyrinchus
2009-01-13T00:00:00Z,36.45,1.11189076,-52.825,0.959100230000001,Etc/GMT+4,20,78683,2009-01-13,00:00:00,2009-01-13_78683,I.oxyrinchus
2009-01-13T12:00:00Z,36.375,1.092514395,-53.025,1.036948885,Etc/GMT+4,8,78683,2009-01-13,12:00:00,2009-01-13_78683,I.oxyrinchus
2009-01-14T00:00:00Z,36.3,1.120272025,-53.2,1.05371788,Etc/GMT+4,20,78683,2009-01-14,00:00:00,2009-01-14_78683,I.oxyrinchus
2009-01-14T12:00:00Z,36.2,1.109052635,-53.375,1.06972365,Etc/GMT+4,8,78683,2009-01-14,12:00:00,2009-01-14_78683,I.oxyrinchus
2009-01-15T00:00:00Z,36.125,1.08148983,-53.5,1.05568203,Etc/GMT+4,20,78683,2009-01-15,00:00:00,2009-01-15_78683,I.oxyrinchus
2009-01-15T12:00:00Z,35.95,1.13697802,-53.825,0.94759157,Etc/GMT+4,8,78683,2009-01-15,12:00:00,2009-01-15_78683,I.oxyrinchus
2009-01-16T00:00:00Z,35.775,1.161719675,-54.125,0.975773910000001,Etc/GMT+4,20,78683,2009-01-16,00:00:00,2009-01-16_78683,I.oxyrinchus
2009-01-16T12:00:00Z,35.625,1.14255981,-54.275,0.984633534999997,Etc/GMT+4,8,78683,2009-01-16,12:00:00,2009-01-16_78683,I.oxyrinchus
