"DateTime","depth","light","temperature","DateTime_local","num_day","dn","instrument_name","rownum","diveNo","date","track_DateTime","latitude","longitude","platform"
2016-08-27 19:37:30,6,NA,21,2016-08-27 14:37:30,17040,"d","160424_2016_154096",90,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:40:00,3,NA,21,2016-08-27 14:40:00,17040,"d","160424_2016_154096",91,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:42:30,5,NA,20.3,2016-08-27 14:42:30,17040,"d","160424_2016_154096",92,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:45:00,11.5,NA,20.3,2016-08-27 14:45:00,17040,"d","160424_2016_154096",93,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:47:30,10,NA,20.3,2016-08-27 14:47:30,17040,"d","160424_2016_154096",94,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:50:00,14.5,NA,21,2016-08-27 14:50:00,17040,"d","160424_2016_154096",95,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:52:30,14.5,NA,21,2016-08-27 14:52:30,17040,"d","160424_2016_154096",96,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:55:00,10,NA,21,2016-08-27 14:55:00,17040,"d","160424_2016_154096",97,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 19:57:30,14.5,NA,21,2016-08-27 14:57:30,17040,"d","160424_2016_154096",98,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:00:00,9,NA,21.5,2016-08-27 15:00:00,17040,"d","160424_2016_154096",99,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:02:30,7,NA,21.5,2016-08-27 15:02:30,17040,"d","160424_2016_154096",100,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:05:00,7,NA,21,2016-08-27 15:05:00,17040,"d","160424_2016_154096",101,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:07:30,9,NA,20.6,2016-08-27 15:07:30,17040,"d","160424_2016_154096",102,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:10:00,7,NA,20.2,2016-08-27 15:10:00,17040,"d","160424_2016_154096",103,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:12:30,5.5,NA,21,2016-08-27 15:12:30,17040,"d","160424_2016_154096",104,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:15:00,1,NA,21.5,2016-08-27 15:15:00,17040,"d","160424_2016_154096",105,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:17:30,10.5,NA,20.2,2016-08-27 15:17:30,17040,"d","160424_2016_154096",106,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:20:00,9,NA,20.2,2016-08-27 15:20:00,17040,"d","160424_2016_154096",107,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:22:30,9,NA,21,2016-08-27 15:22:30,17040,"d","160424_2016_154096",108,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:25:00,12.5,NA,21,2016-08-27 15:25:00,17040,"d","160424_2016_154096",109,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:27:30,5.5,NA,21.5,2016-08-27 15:27:30,17040,"d","160424_2016_154096",110,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:30:00,0.5,NA,21.5,2016-08-27 15:30:00,17040,"d","160424_2016_154096",111,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:32:30,16,NA,21,2016-08-27 15:32:30,17040,"d","160424_2016_154096",112,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
